epoch,step,train_loss,valid_loss_epoch
0,389,,0.1299898326396942
0,389,0.21781952679157257,
1,779,,0.1093212217092514
1,779,0.12436159700155258,
2,1169,,0.09752875566482544
2,1169,0.10341793298721313,
3,1559,,0.09423897415399551
3,1559,0.09498632699251175,
4,1949,,0.08951466530561447
4,1949,0.08700699359178543,
5,2339,,0.08405869454145432
5,2339,0.08245309442281723,
6,2729,,0.08420045673847198
6,2729,0.0783170536160469,
7,3119,,0.08065240830183029
7,3119,0.07456178218126297,
8,3509,,0.07910336554050446
8,3509,0.07415224611759186,
9,3899,,0.08436635136604309
9,3899,0.07066406309604645,
10,4289,,0.07976780086755753
10,4289,0.06742043793201447,
11,4679,,0.07986106723546982
11,4679,0.06664365530014038,
12,5069,,0.08136073499917984
12,5069,0.06453800946474075,
13,5459,,0.07709899544715881
13,5459,0.06217486038804054,
14,5849,,0.08021796494722366
14,5849,0.061208274215459824,
15,6239,,0.0789685994386673
15,6239,0.062517911195755,
16,6629,,0.07432180643081665
16,6629,0.05964871123433113,
17,7019,,0.0754266008734703
17,7019,0.05905865505337715,
18,7409,,0.07569745182991028
18,7409,0.057280946522951126,
19,7799,,0.08121054619550705
19,7799,0.05728307366371155,
20,8189,,0.07544094324111938
20,8189,0.056706223636865616,
21,8579,,0.0767781063914299
21,8579,0.05333125218749046,
22,8969,,0.07569482177495956
22,8969,0.053262192755937576,
23,9359,,0.07463838905096054
23,9359,0.05351429060101509,
24,9749,,0.07591717690229416
24,9749,0.053072165697813034,
25,10139,,0.0746263638138771
25,10139,0.052999384701251984,
26,10529,,0.07335464656352997
26,10529,0.05050414055585861,
27,10919,,0.07482054084539413
27,10919,0.049810659140348434,
28,11309,,0.07154613733291626
28,11309,0.04987644404172897,
29,11699,,0.07819616794586182
29,11699,0.04983590543270111,
30,12089,,0.0754503682255745
30,12089,0.049258407205343246,
31,12479,,0.07705635577440262
31,12479,0.049174048006534576,
32,12869,,0.07106438279151917
32,12869,0.049017515033483505,
33,13259,,0.07212822884321213
33,13259,0.047632087022066116,
34,13649,,0.07767519354820251
34,13649,0.049099188297986984,
35,14039,,0.07508055865764618
35,14039,0.04763146489858627,
36,14429,,0.07225291430950165
36,14429,0.04762709513306618,
37,14819,,0.07210789620876312
37,14819,0.045878440141677856,
38,15209,,0.07146377861499786
38,15209,0.046884991228580475,
39,15599,,0.0738995373249054
39,15599,0.04558044672012329,
40,15989,,0.07483269274234772
40,15989,0.04697181656956673,
41,16379,,0.0732112005352974
41,16379,0.04828683286905289,
42,16769,,0.07458511739969254
42,16769,0.046188998967409134,
43,17159,,0.0712650865316391
43,17159,0.04413720220327377,
44,17549,,0.07380072772502899
44,17549,0.04375341534614563,
45,17939,,0.07490556687116623
45,17939,0.044847749173641205,
46,18329,,0.07432142645120621
46,18329,0.044069401919841766,
47,18719,,0.07525021582841873
47,18719,0.0450894758105278,
