epoch,step,train_loss,valid_loss_epoch
0,389,,0.15362414717674255
0,389,0.17789120972156525,
1,779,,0.1476566195487976
1,779,0.15170320868492126,
2,1169,,0.1454268991947174
2,1169,0.14785082638263702,
3,1559,,0.14400087296962738
3,1559,0.14604680240154266,
4,1949,,0.14293977618217468
4,1949,0.14481714367866516,
5,2339,,0.14230570197105408
5,2339,0.1439015418291092,
6,2729,,0.1418086290359497
6,2729,0.14333395659923553,
7,3119,,0.1417846828699112
7,3119,0.14277559518814087,
8,3509,,0.14137451350688934
8,3509,0.14242814481258392,
9,3899,,0.14090710878372192
9,3899,0.1421286016702652,
10,4289,,0.14057402312755585
10,4289,0.1418566107749939,
11,4679,,0.14059235155582428
11,4679,0.14171753823757172,
12,5069,,0.14008651673793793
12,5069,0.14141637086868286,
13,5459,,0.1397237777709961
13,5459,0.14125125110149384,
14,5849,,0.13973140716552734
14,5849,0.14104284346103668,
15,6239,,0.1403195858001709
15,6239,0.14089453220367432,
16,6629,,0.14005330204963684
16,6629,0.14067424833774567,
17,7019,,0.13947010040283203
17,7019,0.140703022480011,
18,7409,,0.13940072059631348
18,7409,0.14057773351669312,
19,7799,,0.1393691897392273
19,7799,0.1403225213289261,
20,8189,,0.1392732709646225
20,8189,0.1403420865535736,
21,8579,,0.13944017887115479
21,8579,0.14027030766010284,
22,8969,,0.13914848864078522
22,8969,0.14018331468105316,
23,9359,,0.13933517038822174
23,9359,0.1401432305574417,
24,9749,,0.1388808786869049
24,9749,0.14000825583934784,
25,10139,,0.13952551782131195
25,10139,0.14001579582691193,
26,10529,,0.1388295739889145
26,10529,0.13990020751953125,
27,10919,,0.1392170637845993
27,10919,0.13977955281734467,
28,11309,,0.13904577493667603
28,11309,0.13984359800815582,
29,11699,,0.1387791931629181
29,11699,0.13981330394744873,
30,12089,,0.138696551322937
30,12089,0.13966365158557892,
31,12479,,0.1390066146850586
31,12479,0.13954824209213257,
32,12869,,0.13885748386383057
32,12869,0.13960492610931396,
33,13259,,0.1387123018503189
33,13259,0.13953641057014465,
34,13649,,0.13848304748535156
34,13649,0.13961420953273773,
35,14039,,0.1384219080209732
35,14039,0.13948160409927368,
36,14429,,0.13852165639400482
36,14429,0.13944880664348602,
37,14819,,0.13870392739772797
37,14819,0.13944970071315765,
38,15209,,0.13827712833881378
38,15209,0.13938398659229279,
39,15599,,0.13885639607906342
39,15599,0.1393018364906311,
40,15989,,0.13822461664676666
40,15989,0.13935549557209015,
41,16379,,0.13814455270767212
41,16379,0.139299213886261,
42,16769,,0.13814863562583923
42,16769,0.13923737406730652,
43,17159,,0.1383306086063385
43,17159,0.1392364650964737,
44,17549,,0.13843326270580292
44,17549,0.13914822041988373,
45,17939,,0.13835136592388153
45,17939,0.13907210528850555,
46,18329,,0.13827286660671234
46,18329,0.13904951512813568,
