epoch,step,train_loss,valid_loss_epoch
0,389,,0.14958921074867249
0,389,0.17324766516685486,
1,779,,0.14257165789604187
1,779,0.1464216411113739,
2,1169,,0.14018282294273376
2,1169,0.14238952100276947,
3,1559,,0.13837645947933197
3,1559,0.140379399061203,
4,1949,,0.13781094551086426
4,1949,0.1391916275024414,
5,2339,,0.13671015202999115
5,2339,0.1383247822523117,
6,2729,,0.1363508105278015
6,2729,0.13761039078235626,
7,3119,,0.13633526861667633
7,3119,0.1372240036725998,
8,3509,,0.13607783615589142
8,3509,0.13677561283111572,
9,3899,,0.1353893280029297
9,3899,0.1364259123802185,
10,4289,,0.13505995273590088
10,4289,0.1361590325832367,
11,4679,,0.13513414561748505
11,4679,0.13586962223052979,
12,5069,,0.1348862648010254
12,5069,0.1357126235961914,
13,5459,,0.13511507213115692
13,5459,0.13552714884281158,
14,5849,,0.13477811217308044
14,5849,0.13528889417648315,
15,6239,,0.1342839151620865
15,6239,0.1351332813501358,
16,6629,,0.13437624275684357
16,6629,0.13489888608455658,
17,7019,,0.13409963250160217
17,7019,0.1349184364080429,
18,7409,,0.13449811935424805
18,7409,0.13480345904827118,
19,7799,,0.13409550487995148
19,7799,0.13476288318634033,
20,8189,,0.13401749730110168
20,8189,0.1347116380929947,
21,8579,,0.13387641310691833
21,8579,0.13461627066135406,
22,8969,,0.13361650705337524
22,8969,0.13445520401000977,
23,9359,,0.1337973177433014
23,9359,0.13440625369548798,
24,9749,,0.13342437148094177
24,9749,0.13428257405757904,
25,10139,,0.1336958408355713
25,10139,0.1343771368265152,
26,10529,,0.1334613561630249
26,10529,0.13417045772075653,
27,10919,,0.1337401270866394
27,10919,0.1341511607170105,
28,11309,,0.1334548443555832
28,11309,0.13411206007003784,
29,11699,,0.1331835836172104
29,11699,0.13404038548469543,
30,12089,,0.13310587406158447
30,12089,0.13395732641220093,
31,12479,,0.13316398859024048
31,12479,0.13398243486881256,
32,12869,,0.13308337330818176
32,12869,0.13388223946094513,
33,13259,,0.1333046555519104
33,13259,0.13392482697963715,
34,13649,,0.13312608003616333
34,13649,0.1338876187801361,
35,14039,,0.13322393596172333
35,14039,0.13377603888511658,
36,14429,,0.13309246301651
36,14429,0.13384069502353668,
37,14819,,0.13291773200035095
37,14819,0.13369996845722198,
38,15209,,0.13299821317195892
38,15209,0.13365399837493896,
39,15599,,0.1328263282775879
39,15599,0.13365432620048523,
40,15989,,0.13312579691410065
40,15989,0.13366596400737762,
41,16379,,0.13291996717453003
41,16379,0.1335923671722412,
42,16769,,0.1328551173210144
42,16769,0.1336694210767746,
43,17159,,0.13332927227020264
43,17159,0.13353727757930756,
44,17549,,0.13322651386260986
44,17549,0.13351884484291077,
