epoch,step,train_loss,valid_loss_epoch
0,389,,0.13028086721897125
0,389,0.20360057055950165,
1,779,,0.1068841740489006
1,779,0.12381501495838165,
2,1169,,0.10622195899486542
2,1169,0.1037018820643425,
3,1559,,0.0971909686923027
3,1559,0.09622341394424438,
4,1949,,0.08751315623521805
4,1949,0.08836077153682709,
5,2339,,0.0840836763381958
5,2339,0.08258775621652603,
6,2729,,0.08027239888906479
6,2729,0.07731403410434723,
7,3119,,0.07965770363807678
7,3119,0.0731903687119484,
8,3509,,0.07929429411888123
8,3509,0.07077686488628387,
9,3899,,0.08298275619745255
9,3899,0.06916264444589615,
10,4289,,0.08233635872602463
10,4289,0.06728381663560867,
11,4679,,0.08020981401205063
11,4679,0.06447139382362366,
12,5069,,0.07726267725229263
12,5069,0.06454253941774368,
13,5459,,0.07769670337438583
13,5459,0.06319291144609451,
14,5849,,0.07608174532651901
14,5849,0.06091916933655739,
15,6239,,0.07872559875249863
15,6239,0.06014600023627281,
16,6629,,0.0764322504401207
16,6629,0.05861862003803253,
17,7019,,0.0763508528470993
17,7019,0.05656095966696739,
18,7409,,0.07316083461046219
18,7409,0.055874668061733246,
19,7799,,0.07588309794664383
19,7799,0.05333688110113144,
20,8189,,0.07532551139593124
20,8189,0.05585934966802597,
21,8579,,0.07902943342924118
21,8579,0.052950918674468994,
22,8969,,0.07751864939928055
22,8969,0.05385501682758331,
23,9359,,0.07639344036579132
23,9359,0.052868690341711044,
24,9749,,0.07541519403457642
24,9749,0.050956353545188904,
25,10139,,0.07523832470178604
25,10139,0.050754111260175705,
26,10529,,0.07615826278924942
26,10529,0.04994073510169983,
27,10919,,0.07594820111989975
27,10919,0.05040626600384712,
28,11309,,0.07463369518518448
28,11309,0.05093961954116821,
29,11699,,0.07666793465614319
29,11699,0.05015424266457558,
30,12089,,0.0739017203450203
30,12089,0.049204807728528976,
31,12479,,0.07347843796014786
31,12479,0.04721652716398239,
32,12869,,0.0727907121181488
32,12869,0.04639129713177681,
33,13259,,0.07569630444049835
33,13259,0.046703871339559555,
34,13649,,0.07368587702512741
34,13649,0.04699490964412689,
35,14039,,0.07991398870944977
35,14039,0.046564504504203796,
36,14429,,0.07422322779893875
36,14429,0.04625071585178375,
37,14819,,0.0722479447722435
37,14819,0.04527808353304863,
38,15209,,0.076321542263031
38,15209,0.04705077037215233,
39,15599,,0.07277171313762665
39,15599,0.04594552144408226,
40,15989,,0.0782017633318901
40,15989,0.04426656290888786,
41,16379,,0.07434526085853577
41,16379,0.044712383300065994,
42,16769,,0.07230785489082336
42,16769,0.045201376080513,
43,17159,,0.07446616142988205
43,17159,0.04523025453090668,
44,17549,,0.07516415417194366
44,17549,0.04563773795962334,
45,17939,,0.07358315587043762
45,17939,0.044404152780771255,
46,18329,,0.07707551121711731
46,18329,0.04381554573774338,
47,18719,,0.07347188144922256
47,18719,0.042438723146915436,
48,19109,,0.0716911107301712
48,19109,0.042730361223220825,
49,19499,,0.07396341115236282
49,19499,0.044092677533626556,
50,19889,,0.07109960913658142
50,19889,0.04259863495826721,
51,20279,,0.07226760685443878
51,20279,0.042413897812366486,
52,20669,,0.07018490135669708
52,20669,0.04300853982567787,
53,21059,,0.07329949736595154
53,21059,0.04170801863074303,
54,21449,,0.07313819229602814
54,21449,0.04270648956298828,
55,21839,,0.07030221819877625
55,21839,0.04355020821094513,
56,22229,,0.07408765703439713
56,22229,0.04349660500884056,
57,22619,,0.06998122483491898
57,22619,0.041001755744218826,
58,23009,,0.07241310924291611
58,23009,0.04191429913043976,
59,23399,,0.07301322370767593
59,23399,0.04139556735754013,
60,23789,,0.07084176689386368
60,23789,0.04074731096625328,
61,24179,,0.07488662749528885
61,24179,0.04070746526122093,
62,24569,,0.07122881710529327
62,24569,0.04303451254963875,
63,24959,,0.07161933928728104
63,24959,0.04138225317001343,
64,25349,,0.07339202612638474
64,25349,0.03948820009827614,
65,25739,,0.07434362918138504
65,25739,0.04047243297100067,
66,26129,,0.07264690101146698
66,26129,0.04044494405388832,
67,26519,,0.0756806805729866
67,26519,0.04101015254855156,
68,26909,,0.07663854956626892
68,26909,0.04214606061577797,
69,27299,,0.07554323971271515
69,27299,0.04309827834367752,
70,27689,,0.0721491128206253
70,27689,0.041675109416246414,
71,28079,,0.07342436164617538
71,28079,0.040158454328775406,
72,28469,,0.07144144922494888
72,28469,0.04034293442964554,
