epoch,step,train_loss,valid_loss_epoch
0,389,,0.1624288260936737
0,389,0.19609688222408295,
1,779,,0.14916999638080597
1,779,0.1576293706893921,
2,1169,,0.14306339621543884
2,1169,0.14799603819847107,
3,1559,,0.1384863257408142
3,1559,0.14271068572998047,
4,1949,,0.13439640402793884
4,1949,0.1380666047334671,
5,2339,,0.13253337144851685
5,2339,0.13486787676811218,
6,2729,,0.1305564045906067
6,2729,0.13223017752170563,
7,3119,,0.1304018199443817
7,3119,0.1298954039812088,
8,3509,,0.12855160236358643
8,3509,0.1297408938407898,
9,3899,,0.1284596025943756
9,3899,0.1273273527622223,
10,4289,,0.1263607144355774
10,4289,0.126451313495636,
11,4679,,0.12847760319709778
11,4679,0.12508893013000488,
12,5069,,0.12536479532718658
12,5069,0.1244465783238411,
13,5459,,0.12624198198318481
13,5459,0.12344247102737427,
14,5849,,0.1239907518029213
14,5849,0.1231459304690361,
15,6239,,0.12425164878368378
15,6239,0.12208603322505951,
16,6629,,0.12382469326257706
16,6629,0.12134130299091339,
17,7019,,0.12223125994205475
17,7019,0.12119708210229874,
18,7409,,0.12442043423652649
18,7409,0.12094364315271378,
19,7799,,0.12204217910766602
19,7799,0.12043909728527069,
20,8189,,0.12170051038265228
20,8189,0.11987090110778809,
21,8579,,0.1227598562836647
21,8579,0.11922886967658997,
22,8969,,0.12178456038236618
22,8969,0.11942371726036072,
23,9359,,0.12075363844633102
23,9359,0.11928518861532211,
24,9749,,0.1210971549153328
24,9749,0.11943405121564865,
25,10139,,0.12164942175149918
25,10139,0.1191880851984024,
26,10529,,0.12004789710044861
26,10529,0.11819019913673401,
27,10919,,0.12171289324760437
27,10919,0.11745627224445343,
28,11309,,0.12046071887016296
28,11309,0.11785012483596802,
29,11699,,0.12106598913669586
29,11699,0.11795204132795334,
30,12089,,0.11940912902355194
30,12089,0.11720442026853561,
31,12479,,0.12029428780078888
31,12479,0.11713223904371262,
32,12869,,0.1201854720711708
32,12869,0.1172742024064064,
33,13259,,0.1200055256485939
33,13259,0.1169128492474556,
34,13649,,0.11981619149446487
34,13649,0.11706626415252686,
35,14039,,0.12015620619058609
35,14039,0.11600301414728165,
36,14429,,0.11842752993106842
36,14429,0.11599821597337723,
37,14819,,0.12053222954273224
37,14819,0.11586412042379379,
38,15209,,0.11968676745891571
38,15209,0.11573757976293564,
39,15599,,0.11872615665197372
39,15599,0.1161252111196518,
40,15989,,0.1184881180524826
40,15989,0.11558413505554199,
41,16379,,0.11984750628471375
41,16379,0.1160326898097992,
42,16769,,0.1201079711318016
42,16769,0.11556932330131531,
43,17159,,0.11809994280338287
43,17159,0.1150161474943161,
44,17549,,0.11919672787189484
44,17549,0.11525437980890274,
45,17939,,0.11959218978881836
45,17939,0.11588247865438461,
46,18329,,0.1185382679104805
46,18329,0.11507141590118408,
47,18719,,0.1189538910984993
47,18719,0.11573866009712219,
48,19109,,0.11934792250394821
48,19109,0.11495710164308548,
49,19499,,0.11948585510253906
49,19499,0.11486407369375229,
50,19889,,0.11983787268400192
50,19889,0.11467629671096802,
51,20279,,0.11855322867631912
51,20279,0.11399009823799133,
52,20669,,0.11854582279920578
52,20669,0.11351684480905533,
53,21059,,0.11793447285890579
53,21059,0.11401014775037766,
54,21449,,0.11755117774009705
54,21449,0.11347495764493942,
55,21839,,0.11890245229005814
55,21839,0.11334671825170517,
56,22229,,0.11643730103969574
56,22229,0.11310740560293198,
57,22619,,0.11723139882087708
57,22619,0.1127578616142273,
58,23009,,0.11763019859790802
58,23009,0.11365265399217606,
59,23399,,0.11928818374872208
59,23399,0.11372692137956619,
60,23789,,0.11848580092191696
60,23789,0.11324720084667206,
61,24179,,0.11778182536363602
61,24179,0.11332868784666061,
62,24569,,0.11674893647432327
62,24569,0.11315090209245682,
63,24959,,0.11752232909202576
63,24959,0.11258472502231598,
64,25349,,0.11614026874303818
64,25349,0.11245109140872955,
65,25739,,0.11712965369224548
65,25739,0.11250755190849304,
66,26129,,0.11838693916797638
66,26129,0.11205154657363892,
67,26519,,0.11669068783521652
67,26519,0.11327391117811203,
68,26909,,0.11665207147598267
68,26909,0.11202292144298553,
69,27299,,0.11776439100503922
69,27299,0.1128716915845871,
70,27689,,0.11663136631250381
70,27689,0.11190664768218994,
71,28079,,0.11673647165298462
71,28079,0.1121755912899971,
72,28469,,0.11626562476158142
72,28469,0.11221548169851303,
73,28859,,0.11665945500135422
73,28859,0.11182210594415665,
74,29249,,0.11698529869318008
74,29249,0.11180393397808075,
75,29639,,0.11734043061733246
75,29639,0.11185955256223679,
76,30029,,0.11722924560308456
76,30029,0.11286511272192001,
77,30419,,0.11656133830547333
77,30419,0.11207831650972366,
78,30809,,0.11710289120674133
78,30809,0.11158138513565063,
79,31199,,0.1171325072646141
79,31199,0.1115996241569519,
